3248.4333045873113, 0.41930876568831355
4225.3912657817355, 0.3983529171007409
5447.560162447124, 0.37560893211608304
7023.234028953439, 0.35456415063233315
9054.662042188751, 0.3344463029761036
11673.668335735469, 0.3152322500570791
15050.206377422344, 0.2975702797154586
19403.387648903394, 0.28079204336815844
25015.700304177397, 0.2649598329989736
32079.903100995387, 0.25020882299351904
41579.84588485081, 0.2381563746897238
53606.565109680574, 0.2262577506198663
69111.94021297258, 0.21503462057310957
89102.1513918812, 0.20444522701625503
114874.41038692594, 0.1945971908835128
148101.1395976945, 0.1848748442850233
190938.49949920728, 0.17583692385303887
246166.30695781842, 0.1671778233624115
317368.42407469713, 0.1589451408257825
370197.4951933226, 0.15415688661985846
459252.0893440155, 0.15163129696402997
592087.9816956335, 0.1469064286487114
763345.8534051569, 0.142328788386203
984139.0298821944, 0.13789378851435477
1268795.2987718708, 0.13359698432369171
1635786.6737368489, 0.12943406960297368
2108928.0867962707, 0.12535362293524183
2718922.795182073, 0.12135607093888923
3259925.4247277016, 0.11724589458371751
